name,url,description
Announcing a11y.reviews,http://adrianroselli.com/2019/01/announcing-a11y-reviews.html,"Tobie Langel and I have launched a new site called a11y.reviews (spoken as Accessibility Reviews). Today if you want to identify if a tool, platform, service, resource, etc. is accessible you have to ask the broader community for its feedback. This does not scale."
Should we measure if a digital service is a good citizen of the web?,http://mrdudders.posthaven.com/should-we-measure-if-a-digital-service-is-a-good-citizen-of-the-web,I don't like being annoyed. It is unhelpful.
An alpha alpha approach,https://medium.com/notbinary/an-alpha-alpha-approach-5d62fb68429a,Mr Downey spurred a bit of conversation on Twitter about the idea of alpha stages in the GDS delivery cycle.
Blogging Guide,https://handbook.18f.gov/blogging/,"This guide helps 18F employees through the blogging process and assists them in properly framing their post so that it's concise, readable, and achieves its goals. If you have any questions, ask them in #blog or by email to 18f-outreach@gsa.gov."
A guide to agile communication,https://defradigital.blog.gov.uk/a-guide-to-agile-communication/,"As a by-product of being fast, agile communication can and does iterate as it goes along. It should be possible for a writer to draft something, discover it contains errors or needs re-writing, and then re-draft it again - all within a few hours."
Designing design,https://medium.com/@deanvipond/designing-design-51cdb4a04489,"For the last six months, I've been working on developing a design system for the NHS website, and associated digital services. You may think that working on developing is a bit of a pointlessly long phrase, but it's right."
Participant needs - Alpha design hypotheses,https://medium.com/participant-needs/participant-needs-alpha-design-hypotheses-b235de89f73c,This discovery was to help us understand how we might better design our user research.
Designing for the web ought to mean making HTML and CSS,https://m.signalvnoise.com/designing-for-the-web-ought-to-mean-making-html-and-css/,"During the dotcom boom back in the late 90s, I did a bunch of Photoshop-cut jobs. You know, where a designer throws a PSD file over the wall to an HTML monkey to slice and dice. It was miserable."
Representation,https://medium.com/@slmarsh81/representation-6573850596a4,"Now that I am Head of User Research and Analysis at GDS, and I have been thinking more about the importance of representation and I what I represent. I also wanted to expand on some of themes I was thinking about in my thoughts on leadership post."
Table Design Patterns On The Web,https://www.smashingmagazine.com/2019/01/table-design-patterns-web/,"Tables are a design pattern for displaying large amounts of data in rows and columns, and have not yet seemed to fall out of favor, so let's take a look at how we can create tables on the web in 2019."
We are not our users: we should not tell them how to feel,https://digitalblog.coop.co.uk/2019/01/17/we-are-not-our-users-we-should-not-tell-them-how-to-feel/,"When we create new products and services it's easy to become emotionally invested in them. We're understandably proud of what we're creating and often attach adjectives like simple, quick or exciting to our descriptions of them."
Talk: Tabular data on the web,https://blog.ldodds.com/2019/01/26/talk-tabular-data-on-the-web/,"This is a rough transcript of a talk I recently gave at a workshop on Linked Open Statistical Data. You can view the slides from the talk here. I'm sharing my notes for the talk here, with a bit of light editing."
On Strategy: The strategy is delivery. Again.,https://mikebracken.com/blog/the-strategy-is-delivery-again/,"In 2011, early in my current role, I discussed with the Minister for the Cabinet Office, Francis Maude, the strategy I recommended we adopt for all things digital. The strategy was to be disarmingly simple: to deliver. Often, iteratively and repetitively."
Two sides of service design,https://medium.com/@emilytulloh/two-sides-of-service-design-20f47d2a8b16,"We have different ways to slice and dice what we do, constantly on the lookout for ways to organise and categorise what we do and how we do it. And the caveat on top, of course: that the design process is never linear."
Outcome-based service mapping,https://blog.practicalservicedesign.com/outcome-based-service-mapping-feec7e1937da,"At the Department for Work and Pensions in the UK government, I work with many teams who are currently tasked with replacing internal systems and improving the staff experience."
Why user researchers and service designers should be best friends,https://userresearch.blog.gov.uk/2019/01/29/why-user-researchers-and-service-designers-should-be-best-friends/,"The Government Digital Service (GDS) has a long history of interaction design and user research working together. But service design is a bit newer to GDS, so we wanted to talk about what service designers do and what works well when we collaborate."
"HTML, CSS and our vanishing industry entry points",https://www.rachelandrew.co.uk/archives/2019/01/30/html-css-and-our-vanishing-industry-entry-points/,"Everyone is angry about CSS again. I'm not even going to try to summarize the arguments. However it always seems to boil down to the fact that CSS is simultaneously too easy to bother with, yet so hard it needs to be wrapped up in a ball of JavaScript in case it scares the horses."
Researching how we ask users about their ethnicity,https://designnotes.blog.gov.uk/2019/01/29/researching-how-we-ask-users-about-their-ethnicity/,"Here at the Race Disparity Unit, we produce Ethnicity facts and figures - a service which presents statistics from across government showing the different experiences of people from different ethnic backgrounds."
A reading list for The World-Wide Work. ethanmarcotte.com,https://ethanmarcotte.com/wrote/a-reading-list-the-world-wide-work/,"These days, it's easy to feel overwhelmed. The tech industry is facing a veritable raft of ethical, moral, and political crises. Automation and industrialization are reshaping our world. And sitting in the middle of all that? You and me."
"New Year, New Website",https://medium.com/@owltastic/new-year-new-website-7065afa64057,"Every web designer knows how challenging it is to redesign and maintain your own website. The shoemaker's children often go barefoot, as the clich goes."
Leadership skills when you're in the business of disruption,https://medium.com/@AdeAdewunmi/leadership-skills-when-youre-in-the-business-of-disruption-d42a465fbf6a,A couple of weeks ago Rebecca Kemp and I ran a leadership workshop at the Service Design in Government conference. We had a great time doing it we had an engaged and lively bunch of people and some really good conversations. We've written up the main points from the session.
Openness and Longevity,https://garrettdimon.com/2019/openness-and-longevity/,"In our incessant rush to move quickly, everything is ephemeral. Technology moves so quickly that today's strong favorite is outdated in a matter of years. We slurp up notifications and are fascinated by the next thing before we even fully understand the current thing."
On Simplicity,https://mxb.at/blog/on-simplicity/,"In the 1997 movie ""Contact"", Jodie Foster discovers an alien signal that contains the construction plans for a spaceship. Trying to assemble it, the engineers are surprised to find that the crew capsule is just an empty metal pod."
